,gene_ids
UTP6,ENSG00000108651
AC116407.2,ENSG00000277511
RHOT1,ENSG00000126858
MYO1D,ENSG00000176658
AC022916.1,ENSG00000266947
SLFN11,ENSG00000172716
PEX12,ENSG00000108733
AC015849.3,ENSG00000270871
AC015849.1,ENSG00000270240
CCL5,ENSG00000271503
AC243829.4,ENSG00000277089
CCL3,ENSG00000277632
CCL4,ENSG00000275302
AC243829.2,ENSG00000276241
CCL3L1,ENSG00000276085
CCL4L2,ENSG00000276070
DHRS11,ENSG00000278535
ACACA,ENSG00000278540
CISD3,ENSG00000277972
PSMB3,ENSG00000277791
LASP1,ENSG00000002834
PLXDC1,ENSG00000161381
CDK12,ENSG00000167258
PGAP3,ENSG00000161395
ERBB2,ENSG00000141736
MIEN1,ENSG00000141741
MED24,ENSG00000008838
CASC3,ENSG00000108349
RAPGEFL1,ENSG00000108352
TOP2A,ENSG00000131747
NT5C3B,ENSG00000141698
TTC25,ENSG00000204815
STAT5A,ENSG00000126561
ATP6V0A1,ENSG00000033627
COASY,ENSG00000068120
MLX,ENSG00000108788
PSMC3IP,ENSG00000131470
TUBG2,ENSG00000037042
IFI35,ENSG00000068079
TMEM101,ENSG00000091947
ASB16-AS1,ENSG00000267080
AC003102.1,ENSG00000260793
GRN,ENSG00000030582
CCDC43,ENSG00000180329
DCAKD,ENSG00000172992
HEXIM2,ENSG00000168517
ARHGAP27,ENSG00000159314
ARL17A,ENSG00000185829
GOSR2,ENSG00000108433
AC005670.3,ENSG00000262879
AC002558.3,ENSG00000262265
AC002558.2,ENSG00000261872
AC040934.1,ENSG00000253347
AC025682.1,ENSG00000263766
TBX21,ENSG00000073861
MRPL10,ENSG00000159111
CDK5RAP3,ENSG00000108465
NFE2L1,ENSG00000082641
CBX1,ENSG00000108468
SKAP1-AS1,ENSG00000263787
THRA1/BTR,ENSG00000235300
HOXB2,ENSG00000173917
GNGT2,ENSG00000167083
ABI3,ENSG00000108798
SLC35B1,ENSG00000121073
TAC4,ENSG00000176358
PDK2,ENSG00000005882
COL1A1,ENSG00000108821
MRPL27,ENSG00000108826
LRRC59,ENSG00000108829
ACSF2,ENSG00000167107
RSAD1,ENSG00000136444
SPATA20,ENSG00000006282
AC005920.2,ENSG00000249870
MBTD1,ENSG00000011258
AC006141.1,ENSG00000264895
STXBP4,ENSG00000166263
COIL,ENSG00000121058
SCPEP1,ENSG00000121064
DYNLL2,ENSG00000264364
TSPOAP1,ENSG00000005379
TSPOAP1-AS1,ENSG00000265148
AC004687.1,ENSG00000265206
SUPT4H1,ENSG00000213246
RNF43,ENSG00000108375
TEX14,ENSG00000121101
SKA2,ENSG00000182628
CLTC,ENSG00000141367
PTRH2,ENSG00000141378
VMP1,ENSG00000062716
TUBD1,ENSG00000108423
USP32,ENSG00000170832
PPM1D,ENSG00000170836
BCAS3,ENSG00000141376
AC005884.1,ENSG00000267207
NACA2,ENSG00000253506
BRIP1,ENSG00000136492
TANC2,ENSG00000170921
CYB561,ENSG00000008283
DCAF7,ENSG00000136485
STRADA,ENSG00000266173
SMARCD2,ENSG00000108604
CD79B,ENSG00000007312
ERN1,ENSG00000178607
SNHG25,ENSG00000266402
PECAM1,ENSG00000261371
MILR1,ENSG00000271605
POLG2,ENSG00000256525
CEP112,ENSG00000154240
PRKCA,ENSG00000154229
PRKCA-AS1,ENSG00000264630
AC007448.4,ENSG00000266473
PITPNC1,ENSG00000154217
ARSG,ENSG00000141337
SLC16A6,ENSG00000108932
WIPI1,ENSG00000070540
ABCA5,ENSG00000154265
MAP2K6,ENSG00000108984
LINC01483,ENSG00000227517
SLC39A11,ENSG00000133195
COG1,ENSG00000166685
SDK2,ENSG00000069188
CD300A,ENSG00000167851
CD300LB,ENSG00000178789
CD300C,ENSG00000167850
CD300E,ENSG00000186407
RAB37,ENSG00000172794
SLC9A3R1,ENSG00000109062
NAT9,ENSG00000109065
GRIN2C,ENSG00000161509
MRPL58,ENSG00000167862
KCTD2,ENSG00000180901
ARMC7,ENSG00000125449
MRPS7,ENSG00000125445
AC011933.4,ENSG00000265987
LLGL2,ENSG00000073350
MYO15B,ENSG00000266714
RECQL5,ENSG00000108469
GALK1,ENSG00000108479
TRIM65,ENSG00000141569
FBF1,ENSG00000188878
RNF157,ENSG00000141576
RHBDF2,ENSG00000129667
MFSD11,ENSG00000092931
AC016168.2,ENSG00000267568
C17orf99,ENSG00000187997
SYNGR2,ENSG00000108639
PGS1,ENSG00000087157
TIMP2,ENSG00000035862
LGALS3BP,ENSG00000108679
SGSH,ENSG00000181523
AC124319.1,ENSG00000262979
ENDOV,ENSG00000173818
AATK,ENSG00000181409
NPLOC4,ENSG00000182446
OXLD1,ENSG00000204237
ARL16,ENSG00000214087
HGS,ENSG00000185359
AC139530.1,ENSG00000262049
PCYT2,ENSG00000185813
SLC16A3,ENSG00000141526
FN3KRP,ENSG00000141560
METRNL,ENSG00000176845
YES1,ENSG00000176105
AP000829.1,ENSG00000263551
NDC80,ENSG00000080986
SMCHD1,ENSG00000101596
AP001011.1,ENSG00000266049
EMILIN2,ENSG00000132205
AP000919.2,ENSG00000265907
AP005329.1,ENSG00000264235
DLGAP1,ENSG00000170579
LINC00667,ENSG00000263753
ZBTB14,ENSG00000198081
EPB41L3,ENSG00000082397
AP001021.3,ENSG00000266846
L3MBTL4,ENSG00000154655
PTPRM,ENSG00000173482
RAB12,ENSG00000206418
TWSG1,ENSG00000128791
RALBP1,ENSG00000017797
PPP4R1,ENSG00000154845
RAB31,ENSG00000168461
NAPG,ENSG00000134265
TUBB6,ENSG00000176014
SPIRE1,ENSG00000134278
CEP76,ENSG00000101624
AP005482.1,ENSG00000260302
CEP192,ENSG00000101639
LDLRAD4,ENSG00000168675
FAM210A,ENSG00000177150
ABHD3,ENSG00000158201
MIB1,ENSG00000101752
RMC1,ENSG00000141452
NPC1,ENSG00000141458
TTC39C-AS1,ENSG00000264745
IMPACT,ENSG00000154059
TAF4B,ENSG00000141384
AQP4-AS1,ENSG00000260372
B4GALT6,ENSG00000118276
AC009831.1,ENSG00000263823
RNF125,ENSG00000101695
C18orf21,ENSG00000141428
SLC39A6,ENSG00000141424
KIAA1328,ENSG00000150477
LINC00907,ENSG00000267586
SETBP1,ENSG00000152217
SLC14A1,ENSG00000141469
EPG5,ENSG00000152223
PSTPIP2,ENSG00000152229
HAUS1,ENSG00000152240
C18orf25,ENSG00000152242
RNF165,ENSG00000141622
CTIF,ENSG00000134030
SNHG22,ENSG00000267322
MBD1,ENSG00000141644
CXXC1,ENSG00000154832
RAB27B,ENSG00000041353
TCF4,ENSG00000196628
WDR7,ENSG00000091157
AC027097.2,ENSG00000267787
ATP8B1,ENSG00000081923
NEDD4L,ENSG00000049759
PMAIP1,ENSG00000141682
RELCH,ENSG00000134444
PHLPP1,ENSG00000081913
BCL2,ENSG00000171791
SERPINB2,ENSG00000197632
DOK6,ENSG00000206052
CD226,ENSG00000150637
RTTN,ENSG00000176225
NETO1,ENSG00000166342
ZNF407,ENSG00000215421
ZNF516,ENSG00000101493
C18orf65,ENSG00000275763
ZNF236,ENSG00000130856
CTDP1,ENSG00000060069
CFD,ENSG00000197766
MED16,ENSG00000175221
ARID3A,ENSG00000116017
TMEM259,ENSG00000182087
ABCA7,ENSG00000064687
PWWP3A,ENSG00000160953
MBD3,ENSG00000071655
REXO1,ENSG00000079313
BTBD2,ENSG00000133243
AC005306.1,ENSG00000267283
IZUMO4,ENSG00000099840
DOT1L,ENSG00000104885
AC104530.1,ENSG00000288156
GNG7,ENSG00000176533
DIRAS1,ENSG00000176490
SLC39A3,ENSG00000141873
MFSD12,ENSG00000161091
AC005786.3,ENSG00000267436
APBA3,ENSG00000011132
MATK,ENSG00000007264
PIAS4,ENSG00000105229
CHAF1A,ENSG00000167670
UBXN6,ENSG00000167671
AC011498.1,ENSG00000267011
HDGFL2,ENSG00000167674
TICAM1,ENSG00000127666
ARRDC5,ENSG00000205784
DUS3L,ENSG00000141994
RFX2,ENSG00000087903
AC011444.3,ENSG00000267299
TNFSF9,ENSG00000125657
CD70,ENSG00000125726
ZNF557,ENSG00000130544
INSR,ENSG00000171105
ZNF358,ENSG00000198816
RETN,ENSG00000104918
MCEMP1,ENSG00000183019
TRAPPC5,ENSG00000181029
FCER2,ENSG00000104921
ELAVL1,ENSG00000066044
CERS4,ENSG00000090661
AC022146.2,ENSG00000271717
KANK3,ENSG00000186994
MARCH2,ENSG00000099785
PRAM1,ENSG00000133246
MYO1F,ENSG00000142347
ZNF699,ENSG00000196110
ZNF561,ENSG00000171469
PDE4A,ENSG00000065989
S1PR5,ENSG00000180739
ATG4D,ENSG00000130734
QTRT1,ENSG00000213339
TMED1,ENSG00000099203
C19orf38,ENSG00000214212
AC011472.2,ENSG00000267174
RAB3D,ENSG00000105514
TMEM205,ENSG00000105518
ECSIT,ENSG00000130159
ZNF627,ENSG00000198551
ZNF69,ENSG00000198429
ZNF844,ENSG00000223547
ZNF442,ENSG00000198342
ZNF490,ENSG00000188033
MAN2B1,ENSG00000104774
TNPO2,ENSG00000105576
RNASEH2A,ENSG00000104889
DNASE2,ENSG00000105612
GCDH,ENSG00000105607
AC092069.1,ENSG00000267458
NACC1,ENSG00000160877
MRI1,ENSG00000037757
AC020916.1,ENSG00000267519
C19orf57,ENSG00000132016
ADGRL1,ENSG00000072071
ADGRE5,ENSG00000123146
AC008569.1,ENSG00000267379
ZNF333,ENSG00000160961
ADGRE2,ENSG00000127507
ILVBL,ENSG00000105135
RAB8A,ENSG00000167461
HSH2D,ENSG00000196684
EPS15L1,ENSG00000127527
MED26,ENSG00000105085
SMIM7,ENSG00000214046
AC020908.1,ENSG00000268289
MYO9B,ENSG00000099331
AC020908.3,ENSG00000269066
OCEL1,ENSG00000099330
USHBP1,ENSG00000130307
BABAM1,ENSG00000105393
ABHD8,ENSG00000127220
GTPBP3,ENSG00000130299
BISPR,ENSG00000282851
AC010618.3,ENSG00000269439
NIBAN3,ENSG00000167483
COLGALT1,ENSG00000130309
MAP1S,ENSG00000130479
IFI30,ENSG00000216490
LRRC25,ENSG00000175489
AC005387.2,ENSG00000269191
AC005253.1,ENSG00000268030
HOMER3,ENSG00000051128
NR2C2AP,ENSG00000184162
SUGP1,ENSG00000105705
PBX4,ENSG00000105717
LPAR2,ENSG00000064547
ATP13A1,ENSG00000105726
ZNF85,ENSG00000105750
ZNF738,ENSG00000172687
ZNF493,ENSG00000196268
ZNF208,ENSG00000160321
ZNF257,ENSG00000197134
LINC00662,ENSG00000261824
PLEKHF1,ENSG00000166289
C19orf12,ENSG00000131943
DPY19L3,ENSG00000178904
ANKRD27,ENSG00000105186
GPATCH1,ENSG00000076650
WDR88,ENSG00000166359
PEPD,ENSG00000124299
SCGB2B2,ENSG00000205209
AC008555.2,ENSG00000269086
CD22,ENSG00000012124
FFAR2,ENSG00000126262
PROSER3,ENSG00000167595
TYROBP,ENSG00000011600
ZFP14,ENSG00000142065
ZFP82,ENSG00000181007
ZNF260,ENSG00000254004
ZNF382,ENSG00000161298
ZNF461,ENSG00000197808
ZNF345,ENSG00000251247
ZNF585A,ENSG00000196967
ZNF585B,ENSG00000245680
ZNF383,ENSG00000188283
AC016590.1,ENSG00000267605
ZNF569,ENSG00000196437
ZNF571,ENSG00000180479
ZFP30,ENSG00000120784
SIPA1L3,ENSG00000105738
SPINT2,ENSG00000167642
FAM98C,ENSG00000130244
ACTN4,ENSG00000130402
PAK4,ENSG00000130669
AC011445.2,ENSG00000269246
MED29,ENSG00000063322
PLEKHG2,ENSG00000090924
FCGBP,ENSG00000275395
PSMC4,ENSG00000013275
ZNF546,ENSG00000187187
MAP3K10,ENSG00000130758
AKT2,ENSG00000105221
C19orf47,ENSG00000160392
SERTAD3,ENSG00000167565
BLVRB,ENSG00000090013
NUMBL,ENSG00000105245
RAB4B,ENSG00000167578
TGFB1,ENSG00000105329
AC011462.5,ENSG00000286177
CCDC97,ENSG00000142039
BCKDHA,ENSG00000248098
CD79A,ENSG00000105369
POU2F2,ENSG00000028277
DEDD2,ENSG00000160570
CIC,ENSG00000079432
PAFAH1B3,ENSG00000079462
IRGQ,ENSG00000167378
ZNF428,ENSG00000131116
PLAUR,ENSG00000011422
SMG9,ENSG00000105771
KCNN4,ENSG00000104783
ZNF226,ENSG00000167380
ZNF235,ENSG00000159917
ZNF180,ENSG00000167384
BCL3,ENSG00000069399
NECTIN2,ENSG00000130202
TOMM40,ENSG00000130204
CLPTM1,ENSG00000104853
TRAPPC6A,ENSG00000007255
EML2,ENSG00000125746
EML2-AS1,ENSG00000267757
GIPR,ENSG00000010310
PTGIR,ENSG00000160013
FKRP,ENSG00000181027
SLC1A5,ENSG00000105281
AP2S1,ENSG00000042753
ARHGAP35,ENSG00000160007
CCDC9,ENSG00000105321
C5AR1,ENSG00000197405
DHX34,ENSG00000134815
ZNF541,ENSG00000118156
BICRA-AS1,ENSG00000269806
CYTH2,ENSG00000105443
RASIP1,ENSG00000105538
TULP2,ENSG00000104804
NUCB1,ENSG00000104805
C19orf73,ENSG00000221916
CD37,ENSG00000104894
PIH1D1,ENSG00000104872
ALDH16A1,ENSG00000161618
FCGRT,ENSG00000104870
RCN3,ENSG00000142552
PRRG2,ENSG00000126460
RRAS,ENSG00000126458
BCL2L12,ENSG00000126453
FUZ,ENSG00000010361
MED25,ENSG00000104973
AKT1S1,ENSG00000204673
IL4I1,ENSG00000104951
ATF5,ENSG00000169136
ZNF473,ENSG00000142528
MYBPC2,ENSG00000086967
SIGLEC9,ENSG00000129450
SIGLEC7,ENSG00000168995
NKG7,ENSG00000105374
LIM2,ENSG00000105370
FPR1,ENSG00000171051
ZNF350-AS1,ENSG00000269235
ZNF841,ENSG00000197608
ZNF836,ENSG00000196267
ZNF880,ENSG00000221923
ZNF808,ENSG00000198482
ZNF701,ENSG00000167562
ZNF611,ENSG00000213020
ZNF28,ENSG00000198538
AC022137.4,ENSG00000287608
ZNF813,ENSG00000198346
ZNF331,ENSG00000130844
AC008440.1,ENSG00000228323
PRKCG,ENSG00000126583
OSCAR,ENSG00000170909
CNOT3,ENSG00000088038
LILRB3,ENSG00000204577
LILRA6,ENSG00000244482
LILRA5,ENSG00000187116
LENG8,ENSG00000167615
LAIR2,ENSG00000167618
LILRA2,ENSG00000239998
LILRA1,ENSG00000104974
LILRB1,ENSG00000104972
KIR2DL1,ENSG00000125498
KIR3DL1,ENSG00000167633
FCAR,ENSG00000186431
NCR1,ENSG00000189430
AC011476.3,ENSG00000267265
GP6,ENSG00000088053
PPP1R12C,ENSG00000125503
SYT5,ENSG00000129990
NAT14,ENSG00000090971
FIZ1,ENSG00000179943
ZNF581,ENSG00000171425
ZNF787,ENSG00000142409
ZSCAN5A,ENSG00000131848
ZNF264,ENSG00000083844
ZNF419,ENSG00000105136
ZNF773,ENSG00000152439
ZNF134,ENSG00000213762
ZNF154,ENSG00000179909
ZNF671,ENSG00000083814
ZNF814,ENSG00000204514
AC010642.2,ENSG00000283103
ZNF497,ENSG00000174586
ZNF584,ENSG00000171574
AC012313.1,ENSG00000232098
ZNF324B,ENSG00000249471
MZF1-AS1,ENSG00000267858
CSNK2A1,ENSG00000101266
NSFL1C,ENSG00000088833
SIRPB2,ENSG00000196209
SIRPA,ENSG00000198053
TGM3,ENSG00000125780
PCED1A,ENSG00000132635
OXT,ENSG00000101405
UBOX5-AS1,ENSG00000235958
LZTS3,ENSG00000088899
C20orf194,ENSG00000088854
ATRN,ENSG00000088812
AP5S1,ENSG00000125843
MAVS,ENSG00000088888
RNF24,ENSG00000101236
PRNP,ENSG00000171867
RASSF2,ENSG00000101265
PCNA,ENSG00000132646
AL109935.1,ENSG00000235820
GPCPD1,ENSG00000125772
SHLD1,ENSG00000171984
MCM8,ENSG00000125885
CRLS1,ENSG00000088766
PLCB1,ENSG00000182621
SNAP25-AS1,ENSG00000227906
SLX4IP,ENSG00000149346
TASP1,ENSG00000089123
KIF16B,ENSG00000089177
SNX5,ENSG00000089006
MGME1,ENSG00000125871
KAT14,ENSG00000149474
ZNF133,ENSG00000125846
POLR3F,ENSG00000132664
RBBP9,ENSG00000089050
LINC00653,ENSG00000273148
RIN2,ENSG00000132669
NAA20,ENSG00000173418
CRNKL1,ENSG00000101343
KIZ,ENSG00000088970
AL117332.1,ENSG00000275457
NAPB,ENSG00000125814
CST3,ENSG00000101439
CST7,ENSG00000077984
APMAP,ENSG00000101474
PYGB,ENSG00000100994
ABHD12,ENSG00000100997
AL390198.1,ENSG00000226465
ID1,ENSG00000125968
AL117381.1,ENSG00000236559
PDRG1,ENSG00000088356
HCK,ENSG00000101336
TM9SF4,ENSG00000101337
POFUT1,ENSG00000101346
NOL4L,ENSG00000197183
AL035071.2,ENSG00000260536
AL035071.1,ENSG00000260257
AL031668.1,ENSG00000228386
ITCH,ENSG00000078747
MAP1LC3A,ENSG00000101460
PIGU,ENSG00000101464
NCOA6,ENSG00000198646
GSS,ENSG00000100983
EDEM2,ENSG00000088298
PROCR,ENSG00000101000
MMP24,ENSG00000125966
UQCC1,ENSG00000101019
ERGIC3,ENSG00000125991
RBM12,ENSG00000244462
NFS1,ENSG00000244005
AAR2,ENSG00000131043
DLGAP4,ENSG00000080845
SLA2,ENSG00000101082
NDRG3,ENSG00000101079
DSN1,ENSG00000149636
SAMHD1,ENSG00000101347
MROH8,ENSG00000101353
MANBAL,ENSG00000101363
SRC,ENSG00000197122
CTNNBL1,ENSG00000132792
ACTR5,ENSG00000101442
PPP1R16B,ENSG00000101445
MAFB,ENSG00000204103
PLCG1,ENSG00000124181
ZHX3,ENSG00000174306
IFT52,ENSG00000101052
OSER1-DT,ENSG00000223891
PKIG,ENSG00000168734
TP53TG5,ENSG00000124251
DBNDD2,ENSG00000244274
DNTTIP1,ENSG00000101457
ZNF335,ENSG00000198026
MMP9,ENSG00000100985
CD40,ENSG00000101017
TP53RK,ENSG00000172315
NCOA3,ENSG00000124151
SULF2,ENSG00000196562
ARFGEF2,ENSG00000124198
B4GALT5,ENSG00000158470
CEBPB,ENSG00000172216
SMIM25,ENSG00000224397
PARD6B,ENSG00000124171
NFATC2,ENSG00000101096
LINC01524,ENSG00000234948
TSHZ2,ENSG00000182463
AL391097.2,ENSG00000227705
AL109930.1,ENSG00000271774
CASS4,ENSG00000087589
GCNT7,ENSG00000124091
NPEPL1,ENSG00000215440
CTSZ,ENSG00000101160
MIR646HG,ENSG00000228340
LSM14B,ENSG00000149657
SS18L1,ENSG00000184402
OSBPL2,ENSG00000130703
ADRM1,ENSG00000130706
MRGBP,ENSG00000101189
AL117379.1,ENSG00000273759
YTHDF1,ENSG00000149658
HELZ2,ENSG00000130589
DNAJC5,ENSG00000101152
GATD3B,ENSG00000280071
FP565260.1,ENSG00000275464
AP001347.1,ENSG00000224905
HSPA13,ENSG00000155304
SAMSN1,ENSG00000155307
LINC02246,ENSG00000281903
AF127577.2,ENSG00000231201
USP25,ENSG00000155313
MIR99AHG,ENSG00000215386
CXADR,ENSG00000154639
C21orf91-OT1,ENSG00000240770
C21orf91,ENSG00000154642
CHODL,ENSG00000154645
LINC01684,ENSG00000237484
MIR155HG,ENSG00000234883
AF165147.1,ENSG00000232855
N6AMT1,ENSG00000156239
RWDD2B,ENSG00000156253
GRIK1,ENSG00000171189
TIAM1,ENSG00000156299
CFAP298,ENSG00000159079
SYNJ1,ENSG00000159082
C21orf62-AS1,ENSG00000205930
IL10RB,ENSG00000243646
IFNGR2,ENSG00000159128
GART,ENSG00000159131
CRYZL1,ENSG00000205758
MRPS6,ENSG00000243927
AP000317.1,ENSG00000214955
RUNX1,ENSG00000159216
AP000331.1,ENSG00000286153
CBR3,ENSG00000159231
DOP1B,ENSG00000142197
HLCS,ENSG00000159267
VPS26C,ENSG00000157538
AP001437.1,ENSG00000273210
KCNJ15,ENSG00000157551
ETS2,ENSG00000157557
PSMG1,ENSG00000183527
GET1,ENSG00000182093
C2CD2,ENSG00000157617
ZNF295-AS1,ENSG00000237232
PDE9A,ENSG00000160191
WDR4,ENSG00000160193
PKNOX1,ENSG00000160199
SIK1,ENSG00000142178
RRP1B,ENSG00000160208
CSTB,ENSG00000160213
AGPAT3,ENSG00000160216
PTTG1IP,ENSG00000183255
FAM207A,ENSG00000160256
COL18A1,ENSG00000182871
PCBP3,ENSG00000183570
COL6A2,ENSG00000142173
PCNT,ENSG00000160299
S100B,ENSG00000160307
ADA2,ENSG00000093072
BID,ENSG00000015475
MICAL3,ENSG00000243156
USP18,ENSG00000184979
DGCR6,ENSG00000183628
ESS2,ENSG00000100056
C22orf39,ENSG00000242259
MRPL40,ENSG00000185608
GNB1L,ENSG00000185838
TANGO2,ENSG00000183597
SNAP29,ENSG00000099940
LINC01637,ENSG00000237476
YPEL1,ENSG00000100027
PPM1F,ENSG00000100034
AC245452.1,ENSG00000224086
AC245060.5,ENSG00000274422
ZNF280B,ENSG00000275004
IGLC1,ENSG00000211675
IGLC2,ENSG00000211677
IGLC3,ENSG00000211679
BCR,ENSG00000186716
RGL4,ENSG00000159496
ZNF70,ENSG00000187792
VPREB3,ENSG00000128218
SMARCB1,ENSG00000099956
SPECC1L,ENSG00000100014
ADORA2A-AS1,ENSG00000178803
GUCD1,ENSG00000138867
KIAA1671,ENSG00000197077
AL022323.4,ENSG00000279110
GRK3,ENSG00000100077
MIAT,ENSG00000225783
LINC01422,ENSG00000223704
TTC28,ENSG00000100154
ZNRF3,ENSG00000183579
MTMR3,ENSG00000100330
OSM,ENSG00000099985
TBC1D10A,ENSG00000099992
AC004832.6,ENSG00000273428
OSBP2,ENSG00000184792
MORC2-AS1,ENSG00000235989
LIMK2,ENSG00000182541
PISD,ENSG00000241878
DEPDC5,ENSG00000100150
YWHAH,ENSG00000128245
SYN3,ENSG00000185666
LARGE1,ENSG00000133424
HMOX1,ENSG00000100292
APOL1,ENSG00000100342
NCF4,ENSG00000100365
CSF2RB,ENSG00000100368
IL2RB,ENSG00000100385
CYTH4,ENSG00000100055
LGALS2,ENSG00000100079
LGALS1,ENSG00000100097
H1F0,ENSG00000189060
PLA2G6,ENSG00000184381
MAFF,ENSG00000185022
TMEM184B,ENSG00000198792
CBX6,ENSG00000183741
APOBEC3G,ENSG00000239713
AL031846.2,ENSG00000279833
SYNGR1,ENSG00000100321
TAB1,ENSG00000100324
MIEF1,ENSG00000100335
ADSL,ENSG00000239900
SGSM3,ENSG00000100359
SLC25A17,ENSG00000100372
XPNPEP3,ENSG00000196236
L3MBTL2,ENSG00000100395
PMM1,ENSG00000100417
CCDC134,ENSG00000100147
TNFRSF13C,ENSG00000159958
WBP2NL,ENSG00000183066
NAGA,ENSG00000198951
NDUFA6-DT,ENSG00000237037
CYP2D6,ENSG00000100197
AC254562.3,ENSG00000281538
TCF20,ENSG00000100207
PACSIN2,ENSG00000100266
TSPO,ENSG00000100300
SAMM50,ENSG00000100347
PARVB,ENSG00000188677
PRR5,ENSG00000186654
ARHGAP8,ENSG00000241484
NUP50-DT,ENSG00000226328
KIAA0930,ENSG00000100364
Z95331.1,ENSG00000280383
ATXN10,ENSG00000130638
PPARA,ENSG00000186951
TTC38,ENSG00000075234
TBC1D22A,ENSG00000054611
C22orf34,ENSG00000188511
ZBED4,ENSG00000100426
CRELD2,ENSG00000184164
PIM3,ENSG00000198355
MLC1,ENSG00000100427
AL022328.3,ENSG00000273188
AL022328.4,ENSG00000273253
SELENOO,ENSG00000073169
PLXNB2,ENSG00000196576
SBF1,ENSG00000100241
LMF2,ENSG00000100258
NCAPH2,ENSG00000025770
SCO2,ENSG00000284194
TYMP,ENSG00000025708
CHKB-DT,ENSG00000205559
ARSA,ENSG00000100299
PLCXD1,ENSG00000182378
LINC00685,ENSG00000226179
PPP2R3B,ENSG00000167393
CSF2RA,ENSG00000198223
IL3RA,ENSG00000185291
P2RY8,ENSG00000182162
AL683807.1,ENSG00000223511
DHRSX,ENSG00000169084
PRKX,ENSG00000183943
PRKX-AS1,ENSG00000236188
PUDP,ENSG00000130021
AC079142.1,ENSG00000285679
WWC3,ENSG00000047644
CLCN4,ENSG00000073464
AC073529.1,ENSG00000234129
HCCS,ENSG00000004961
PRPS2,ENSG00000101911
RAB9A,ENSG00000123595
MOSPD2,ENSG00000130150
AP1S2,ENSG00000182287
PHKA2,ENSG00000044446
RPS6KA3,ENSG00000177189
AL807742.1,ENSG00000283380
PHEX,ENSG00000102174
PRDX4,ENSG00000123131
SAT1,ENSG00000130066
KLHL15,ENSG00000174010
POLA1,ENSG00000101868
CXorf21,ENSG00000120280
GK,ENSG00000198814
CYBB,ENSG00000165168
RPGR,ENSG00000156313
MID1IP1,ENSG00000165175
AC108879.1,ENSG00000224610
BCOR,ENSG00000183337
ATP6AP2,ENSG00000182220
Z93403.1,ENSG00000231772
MIR222HG,ENSG00000270069
KRBOX4,ENSG00000147121
CHST7,ENSG00000147119
SLC9A7,ENSG00000065923
RP2,ENSG00000102218
JADE3,ENSG00000102221
RBM10,ENSG00000182872
LINC01560,ENSG00000196741
TIMP1,ENSG00000102265
CFP,ENSG00000126759
ZNF81,ENSG00000197779
ZNF182,ENSG00000147118
EBP,ENSG00000147155
TBC1D25,ENSG00000068354
TIMM17B,ENSG00000126768
CCDC120,ENSG00000147144
GPKOW,ENSG00000068394
PLP2,ENSG00000102007
CACNA1F,ENSG00000102001
PPP1R3F,ENSG00000049769
LINC01284,ENSG00000230317
AC233976.1,ENSG00000229151
MAGED1,ENSG00000179222
IQSEC2,ENSG00000124313
SMC1A,ENSG00000072501
HSD17B10,ENSG00000072506
MAGED2,ENSG00000102316
USP51,ENSG00000247746
AL050309.1,ENSG00000227486
SPIN2B,ENSG00000186787
FAAH2,ENSG00000165591
LINC01278,ENSG00000235437
MTMR8,ENSG00000102043
ZC4H2,ENSG00000126970
ZC3H12B,ENSG00000102053
LAS1L,ENSG00000001497
AL034397.3,ENSG00000274536
OPHN1,ENSG00000079482
YIPF6,ENSG00000181704
EDA,ENSG00000158813
SNX12,ENSG00000147164
NHSL2,ENSG00000204131
HDAC8,ENSG00000147099
NAP1L2,ENSG00000186462
FTX,ENSG00000230590
NEXMIF,ENSG00000050030
ZDHHC15,ENSG00000102383
CYSLTR1,ENSG00000173198
BRWD3,ENSG00000165288
HMGN5,ENSG00000198157
HDX,ENSG00000165259
CHM,ENSG00000188419
DACH2,ENSG00000126733
DIAPH2,ENSG00000147202
TIMM8A,ENSG00000126953
BTK,ENSG00000010671
ARMCX4,ENSG00000196440
ARMCX5-GPRASP2,ENSG00000271147
AL035427.1,ENSG00000270050
BEX1,ENSG00000133169
TCEAL4,ENSG00000133142
MORF4L2-AS1,ENSG00000231154
TMSB15B-AS1,ENSG00000231728
SLC25A53,ENSG00000269743
RADX,ENSG00000147231
FRMPD3,ENSG00000147234
ATG4A,ENSG00000101844
ACSL4,ENSG00000068366
TMEM164,ENSG00000157600
ALG13-AS1,ENSG00000229487
XACT,ENSG00000241743
DOCK11,ENSG00000147251
IL13RA1,ENSG00000131724
LONRF3,ENSG00000175556
PGRMC1,ENSG00000101856
RHOXF1-AS1,ENSG00000258545
LAMP2,ENSG00000005893
CUL4B,ENSG00000158290
MCTS1,ENSG00000232119
C1GALT1C1,ENSG00000171155
AL121601.1,ENSG00000232412
SH2D1A,ENSG00000183918
TENM1,ENSG00000009694
AL008633.1,ENSG00000225689
AL022162.1,ENSG00000287024
SASH3,ENSG00000122122
BCORL1,ENSG00000085185
ELF4,ENSG00000102034
AIFM1,ENSG00000156709
ENOX2,ENSG00000165675
IGSF1,ENSG00000147255
RAP2C-AS1,ENSG00000232160
MBNL3,ENSG00000076770
GPC3,ENSG00000147257
PHF6,ENSG00000156531
RTL8A,ENSG00000203950
ZNF75D,ENSG00000186376
SLC9A6,ENSG00000198689
HTATSF1,ENSG00000102241
